112,"cerebral aqueduct","88,106,215"
113,"fourth ventricle","88,106,215"
114,"subarachnoid space","88,106,215"
115,"spinal cord","244,214,49"
116,"gray matter of spinal cord","200,200,215"
117,"white matter of spinal cord","250,250,225"
118,"endocrine system of brain","82,174,128"
119,"pituitary gland","57,157,110"
120,adenohypophysis,"60,143,83"
121,neurohypophysis,"92,162,109"
122,meninges,"255,244,209"
123,"dura mater","255,244,209"
124,arachnoid,"255,244,209"
125,"pia mater","255,244,209"
126,"muscles of head","201,121,77"
127,"salivary glands","70,163,117"
128,lips,"188,91,95"
129,nose,"177,122,101"
130,tongue,"166,84,94"
131,"soft palate","182,105,107"
132,"right inner ear","229,147,118"
133,"left inner ear","229,147,118"
134,"right external ear","174,122,90"
135,"left external ear","174,122,90"
136,"right middle ear","201,112,73"
137,"left middle ear","201,112,73"
138,"right eyeball","194,142,0"
139,"left eyeball","194,142,0"
140,skull,"241,213,144"
141,"right frontal bone","203,179,77"
142,"left frontal bone","203,179,77"
143,"right parietal bone","229,204,109"
144,"left parietal bone","229,204,109"
145,"right temporal bone","255,243,152"
146,"left temporal bone","255,243,152"
147,"right sphenoid bone","209,185,85"
148,"left sphenoid bone","209,185,85"
149,"right ethmoid bone","248,223,131"
150,"left ethmoid bone","248,223,131"
151,"occipital bone","255,230,138"
152,maxilla,"196,172,68"
153,"right zygomatic bone","255,255,167"
154,"right lacrimal bone","255,250,160"
155,"vomer bone","255,237,145"
156,"right palatine bone","242,217,123"
157,"left palatine bone","242,217,123"
158,mandible,"222,198,101"
159,neck,"177,122,101"
160,"muscles of neck","213,124,109"
161,pharynx,"184,105,108"
162,larynx,"150,208,243"
163,"thyroid gland","62,162,114"
164,"right parathyroid glands","62,162,114"
165,"left parathyroid glands","62,162,114"
166,"skeleton of neck","242,206,142"
167,"hyoid bone","250,210,139"
168,"cervical vertebral column","255,255,207"
169,thorax,"177,122,101"
170,trachea,"182,228,255"
171,bronchi,"175,216,244"
172,"right lung","197,165,145"
173,"left lung","197,165,145"
174,"superior lobe of right lung","172,138,115"
175,"superior lobe of left lung","172,138,115"
176,"middle lobe of right lung","202,164,140"
177,"inferior lobe of right lung","224,186,162"
178,"inferior lobe of left lung","224,186,162"
179,pleura,"255,245,217"
180,heart,"206,110,84"
181,"right atrium","210,115,89"
182,"left atrium","203,108,81"
183,"atrial septum","233,138,112"
184,"ventricular septum","195,100,73"
185,"right ventricle of heart","181,85,57"
186,"left ventricle of heart","152,55,13"
187,"mitral valve","159,63,27"
188,"tricuspid valve","166,70,38"
189,"aortic valve","218,123,97"
190,"pulmonary valve","225,130,104"
191,aorta,"224,97,76"
192,pericardium,"255,244,209"
193,"pericardial cavity","184,122,154"
194,esophagus,"211,171,143"
195,thymus,"47,150,103"
196,mediastinum,"255,244,209"
197,"skin of thoracic wall","173,121,88"
198,"muscles of thoracic wall","188,95,76"
199,"skeleton of thorax","255,239,172"
200,"thoracic vertebral column","226,202,134"
201,ribs,"253,232,158"
202,sternum,"244,217,154"
203,"right clavicle","205,179,108"
204,"left clavicle","205,179,108"
205,"abdominal cavity","186,124,161"
206,abdomen,"177,122,101"
207,peritoneum,"255,255,220"
208,omentum,"234,234,194"
209,"peritoneal cavity","204,142,178"
210,"retroperitoneal space","180,119,153"
211,stomach,"216,132,105"
212,duodenum,"255,253,229"
213,"small bowel","205,167,142"
214,colon,"204,168,143"
215,anus,"255,224,199"
216,liver,"221,130,101"
217,"biliary tree","0,145,30"
218,gallbladder,"139,150,98"
219,pancreas,"249,180,111"
220,spleen,"157,108,162"
221,"urinary system","203,136,116"
222,"right kidney","185,102,83"
223,"left kidney","185,102,83"
224,"right ureter","247,182,164"
225,"left ureter","247,182,164"
226,"urinary bladder","222,154,132"
227,urethra,"124,186,223"
228,"right adrenal gland","249,186,150"
229,"left adrenal gland","249,186,150"
230,"female internal genitalia","244,170,147"
231,uterus,"255,181,158"
232,"right fallopian tube","255,190,165"
233,"left fallopian tube","227,153,130"
234,"right ovary","213,141,113"
235,"left ovary","213,141,113"
236,vagina,"193,123,103"
237,"male internal genitalia","216,146,127"
238,prostate,"230,158,140"
239,"right seminal vesicle","245,172,147"
240,"left seminal vesicle","245,172,147"
241,"right deferent duct","241,172,151"
242,"left deferent duct","241,172,151"
243,"skin of abdominal wall","177,124,92"
244,"muscles of abdominal wall","171,85,68"
245,"skeleton of abdomen","217,198,131"
246,"lumbar vertebral column","212,188,102"
247,"female external genitalia","185,135,134"
248,"male external genitalia","185,135,134"
249,"skeleton of upper limb","198,175,125"
250,"muscles of upper limb","194,98,79"
251,"right upper limb","177,122,101"
252,"left upper limb","177,122,101"
253,"right shoulder","177,122,101"
254,"left shoulder","177,122,101"
255,"right arm","177,122,101"
256,"left arm","177,122,101"
257,"right elbow","177,122,101"
258,"left elbow","177,122,101"
259,"right forearm","177,122,101"
260,"left forearm","177,122,101"
261,"right wrist","177,122,101"
262,"left wrist","177,122,101"
263,"right hand","177,122,101"
264,"left hand","177,122,101"
265,"skeleton of lower limb","255,238,170"
266,"muscles of lower limb","206,111,93"
267,"right lower limb","177,122,101"
268,"left lower limb","177,122,101"
269,"right hip","177,122,101"
270,"left hip","177,122,101"
271,"right thigh","177,122,101"
272,"left thigh","177,122,101"
273,"right knee","177,122,101"
274,"left knee","177,122,101"
275,"right leg","177,122,101"
276,"left leg","177,122,101"
277,"right foot","177,122,101"
278,"left foot","177,122,101"
279,"peripheral nervous system","216,186,0"
280,"autonomic nerve","255,226,77"
281,"sympathetic trunk","255,243,106"
282,"cranial nerves","255,234,92"
283,"vagus nerve","240,210,35"
284,"peripheral nerve","224,194,0"
285,"circulatory system","213,99,79"
286,"systemic arterial system","217,102,81"
287,"systemic venous system","0,147,202"
288,"pulmonary arterial system","0,122,171"
289,"pulmonary venous system","186,77,64"
290,"lymphatic system","111,197,131"
291,needle,"240,255,30"
292,"region 0","185,232,61"
293,"region 1","0,226,255"
294,"region 2","251,159,255"
295,"region 3","230,169,29"
296,"region 4","0,194,113"
297,"region 5","104,160,249"
298,"region 6","221,108,158"
299,"region 7","137,142,0"
300,"region 8","230,70,0"
301,"region 9","0,147,0"
302,"region 10","0,147,248"
303,"region 11","231,0,206"
304,"region 12","129,78,0"
305,"region 13","0,116,0"
306,"region 14","0,0,255"
307,"region 15","157,0,0"
308,unknown,"100,100,130"
309,cyst,"205,205,100"
